,pd_month,pd_date,pd_weekday,pd_time,pd_currency,pd_news,pd_impact,pd_forecast,pd_previous
10,Sep,5,Thursday,09:00,USD,Factory Orders (m/m),low,1.0%,0.5%*
11,Sep,5,Thursday,09:00,USD,ISM Non-Manufacturing,high,54.0,53.7
12,Sep,5,Thursday,11:00,CAD,Bank of Canada's Schembri speaks in Nova Scotia,med,,
0,Sep,6,Friday,00:00,JPY,Leading Indicators Index,low,93.2,9.6*
1,Sep,6,Friday,01:00,EUR,German Industrial Production (m/m),med,,-1.1%*
2,Sep,6,Friday,01:00,EUR,German Industrial Production (y/y),med,,-5.2%
3,Sep,6,Friday,01:45,EUR,French Trade Balance,low,"-4,454.0B","-5,254.0B*"
4,Sep,6,Friday,02:00,CHF,Foreign Currency Reserves,med,,767.9B
5,Sep,6,Friday,02:30,GBP,Halifax House Price Index (3m y/y),low,3.4%,4.1%
6,Sep,6,Friday,02:30,GBP,Halifax House Price Index (m/m),low,0.2%,-0.2%
7,Sep,6,Friday,04:00,EUR,GDP (SA) (q/q),med,0.2%,0.2%
8,Sep,6,Friday,04:00,EUR,GDP (SA) (y/y),med,1.1%,1.1%
9,Sep,6,Friday,07:30,CAD,Employment,high,20.0,-24.2
10,Sep,6,Friday,07:30,CAD,Unemployment,high,5.7%,5.7%
11,Sep,6,Friday,07:30,USD,Average Hourly Earnings (m/m),high,0.3%,0.3%
12,Sep,6,Friday,07:30,USD,Nonfarm Payrolls,high,160.0k,159.0k*
13,Sep,6,Friday,07:30,USD,Private Payrolls,high,150.0k,131.0k*
14,Sep,6,Friday,07:30,USD,Unemployment Rate,high,3.7%,3.7%
15,Sep,6,Friday,09:00,CAD,Ivey PMI,med,,54.2
16,Sep,6,Friday,10:30,GBP,BoE's Tenreyro speaks in Frankfurt,med,,
17,Sep,6,Friday,11:30,USD,Fed's Powell participates in Zurich Economic Outlook and Monetary Policy Panel,high,,
0,Sep,7,Saturday,All Day,CNY,Chinese Foreign Reserves,low,"3,105.0B",3.0B
0,Aug,25,Sunday,17:45,NZD,Trade Balance,med,"-5,284.0M",331.0M*
0,Aug,26,Monday,00:00,JPY,Leading Indicators Index,low,,93.3
1,Aug,26,Monday,03:00,EUR,German IFO Business Climate,high,95.1,95.8*
2,Aug,26,Monday,03:00,EUR,German IFO Current Conditions,high,98.8,99.6*
3,Aug,26,Monday,03:00,EUR,German IFO Expectations,high,91.8,92.1*
4,Aug,26,Monday,07:30,USD,Durable Ex Transportation,med,0.1,0.8*
5,Aug,26,Monday,07:30,USD,Durable Goods Orders,med,1.1,1.8*
6,Aug,26,Monday,21:00,AUD,RBA's Debelle speaks in Canberra,med,,
0,Aug,27,Tuesday,01:00,EUR,German GDP (sa) (q/q),med,-0.1%,-0.1%
1,Aug,27,Tuesday,01:00,EUR,German GDP w.d.a. (y/y),med,,0.4%
2,Aug,27,Tuesday,01:45,EUR,French Consumer Confidence,low,102.0,102.0
3,Aug,27,Tuesday,01:45,EUR,French Business Survey,med,,101.0
4,Aug,27,Tuesday,08:00,USD,S&P Case-Shiller Home Price (y/y),med,2.3%,2.37%*
5,Aug,27,Tuesday,08:00,USD,FHFA House Price Index (m/m),med,0.2%,0.2%*
6,Aug,27,Tuesday,09:00,USD,Consumer Confidence,high,130.0,135.8*
7,Aug,27,Tuesday,20:30,AUD,Construction Work Done (q/q),high,-1.0%,-1.9%
0,Aug,28,Wednesday,01:00,EUR,German GFK Consumer Sentiment,med,9.6,9.7
1,Aug,28,Wednesday,03:00,EUR,M3 Money Supply (y/y),med,4.7%,4.5%
0,Aug,29,Thursday,01:45,EUR,French Consumer Spending (m/m),med,0.4%,-0.2%*
1,Aug,29,Thursday,01:45,EUR,French GDP (q/q),med,0.2%,0.2%
2,Aug,29,Thursday,01:45,EUR,French GDP (y/y),low,1.3%,1.3%
3,Aug,29,Thursday,02:55,EUR,German Unemployment Change,med,4.0k,1.0k
4,Aug,29,Thursday,02:55,EUR,German Unemployment Rate,med,5.0%,5.0%
5,Aug,29,Thursday,04:00,EUR,Consumer Confidence,med,-7.1,-7.1
6,Aug,29,Thursday,04:00,EUR,Economic Confidence,med,102.3,102.7
7,Aug,29,Thursday,07:00,EUR,German CPI (y/y),med,1.5%,1.7%
8,Aug,29,Thursday,07:00,EUR,German CPI (m/m),med,-0.1%,0.5%
9,Aug,29,Thursday,07:00,EUR,German HICP (m/m),low,0.1%,0.4%
10,Aug,29,Thursday,07:00,EUR,German HICP (y/y),low,1.2%,1.1%
11,Aug,29,Thursday,07:30,CAD,Current Account Balance,low,-9.75B,-16.63B*
12,Aug,29,Thursday,07:30,USD,Unemployment Claims,med,214.0k,211.0k*
13,Aug,29,Thursday,07:30,USD,Advance Goods Trade Balance,med,-74.0B,-74.2B
14,Aug,29,Thursday,07:30,USD,Core Personal Consumption Expenditure (q/q ann),med,1.8%,1.8%
15,Aug,29,Thursday,07:30,USD,GDP (q/q ann),med,2.0%,2.1%
16,Aug,29,Thursday,07:30,JPY,BoJ's Suzuki speaks in Kumamoto,med,,
17,Aug,29,Thursday,09:00,USD,Pending Home Sales (m/m),med,0.0%,2.8%
18,Aug,29,Thursday,09:00,USD,Wholesale Inventories (m/m),low,0.2%,0.0%
19,Aug,29,Thursday,17:45,NZD,Building Permits (m/m),med,,-3.9%
20,Aug,29,Thursday,18:01,GBP,GfK Consumer Confidence,low,-12.0,-11.0
21,Aug,29,Thursday,18:30,JPY,Job-to-Applicant Ratio,low,1.61,1.61
22,Aug,29,Thursday,18:30,JPY,Unemployment Rate,med,2.3%,2.3%
23,Aug,29,Thursday,18:50,JPY,Retail Sales (m/m),med,-0.6%,0.0%
24,Aug,29,Thursday,18:50,JPY,Retail Sales (y/y),med,-0.7%,0.5%
25,Aug,29,Thursday,18:50,JPY,Industrial Production (m/m),med,0.4%,-3.3%
26,Aug,29,Thursday,18:50,JPY,Industrial Production (y/y),med,-0.5%,-3.8%
27,Aug,29,Thursday,20:30,AUD,Private Sector Credit (m/m),low,0.2%,0.1%
28,Aug,29,Thursday,20:30,AUD,Building approvals (m/m),high,0.0%,-1.2%
0,Aug,30,Friday,00:00,JPY,Construction Orders YoY (y/y),low,,-4.2%
1,Aug,30,Friday,00:00,JPY,Housing Starts (y/y),med,-5.0%,0.3%
2,Aug,30,Friday,00:00,JPY,Housing Starts YoY,med,0.9M,0.92M*
3,Aug,30,Friday,01:00,EUR,German Retail Sales MoM (m/m),med,-1.3%,3.5%
4,Aug,30,Friday,01:45,EUR,French CPI (m/m),low,0.4%,-0.2%
5,Aug,30,Friday,01:45,EUR,French CPI (y/y),low,1.0%,1.1%
6,Aug,30,Friday,01:45,EUR,French HICP (m/m),low,0.5%,-0.2%
7,Aug,30,Friday,01:45,EUR,French HICP (y/y),low,1.2%,1.3%
8,Aug,30,Friday,02:00,CHF,KOF leading indicator,med,95.1,97.1
9,Aug,30,Friday,03:30,GBP,M4 Money Supply (y/y),low,,2.3%
10,Aug,30,Friday,04:00,EUR,CPI Estimate (y/y),med,1.0%,1.1%
11,Aug,30,Friday,04:00,EUR,Core CPI (y/y),med,1.0%,0.9%
12,Aug,30,Friday,04:00,EUR,Unemployment Rate,med,7.5%,7.5%
13,Aug,30,Friday,07:30,CAD,GDP (q/q ann),med,3.0%,0.5%*
14,Aug,30,Friday,07:30,CAD,GDP (m/m),high,0.1%,0.2%
15,Aug,30,Friday,07:30,CAD,Industrial PPI (m/m),low,0.3%,-1.4%
16,Aug,30,Friday,07:30,USD,Personal Income (m/m),med,0.3%,0.5%*
17,Aug,30,Friday,07:30,USD,Personal Spending (m/m),med,0.5%,0.3%
18,Aug,30,Friday,07:30,USD,Core PCE Price Index (m/m),med,0.2%,0.2%
19,Aug,30,Friday,07:30,CAD,Raw Materials Price Index (m/m),low,1.5%,-6.1%*
20,Aug,30,Friday,08:45,USD,Chicago PMI,low,48.0,44.4
21,Aug,30,Friday,09:00,USD,UoM Consumer Sentiment Index,high,92.3,92.1
22,Aug,30,Friday,20:00,CNY,Chinese Manufacturing PMI,high,49.6,49.7
23,Aug,30,Friday,20:00,CNY,Chinese Non-manufacturing PMI,low,53.7,53.7
0,Aug,31,Saturday,All Day,EUR,ECB's Lagarde speaks in Berlin,med,,
0,Aug,18,Sunday,18:01,GBP,House Price Index (m/m),med,,-0.2%
1,Aug,18,Sunday,18:01,GBP,House Price Index (y/y),med,,-0.2%
2,Aug,18,Sunday,18:50,JPY,Trade Balance (nsa),med,-210.0B,589.6B*
3,Aug,18,Sunday,18:50,JPY,Trade Balance,med,-241.3B,-33.9B*
4,Aug,18,Sunday,18:50,JPY,Exports (y/y),med,-2.3%,-6.6%*
5,Aug,18,Sunday,18:50,JPY,Imports (y/y),med,-2.3%,-5.2%
0,Aug,19,Monday,03:00,EUR,Current Account,low,,30.3B*
1,Aug,19,Monday,04:00,EUR,Core CPI (y/y),med,,0.9%
2,Aug,19,Monday,04:00,EUR,CPI (y/y),med,1.1%,1.3%
0,Aug,20,Tuesday,01:00,EUR,German PPI (y/y),low,1.1%,1.2%*
1,Aug,20,Tuesday,01:00,EUR,German PPI (m/m),low,0.0%,-0.4%
2,Aug,20,Tuesday,07:30,CAD,Manufacturing Sales (m/m),med,-1.8%,1.6%
3,Aug,20,Tuesday,07:30,USD,Philly Fed issues nonmanufacturing business outlook survey for August,low,,
4,Aug,20,Tuesday,17:00,USD,Fed's Quarles speaks in Salt Lake City,med,,
5,Aug,20,Tuesday,19:30,AUD,Westpac-MI Leading Index (m/m),low,,-0.07%*
6,Aug,20,Tuesday,20:00,AUD,Internet Vacancy Index (m/m),low,,-0.2%*
0,Aug,21,Wednesday,00:30,JPY,Tokyo Department Store (y/y),med,,-1.3%
1,Aug,21,Wednesday,03:30,GBP,GBP Public Sector Net Borrowing,med,-2.9B,6.3B*
2,Aug,21,Wednesday,03:30,GBP,Public Finances (PSNCR),med,,15.2B
3,Aug,21,Wednesday,07:30,CAD,CPI (m/m),high,0.2%,-0.2%
4,Aug,21,Wednesday,07:30,CAD,CPI (y/y),high,1.7%,2.0%
5,Aug,21,Wednesday,09:00,USD,Existing Home Sales MoM,med,5.39M,5.29M*
6,Aug,21,Wednesday,13:00,USD,FOMC minutes,med,,
7,Aug,21,Wednesday,19:30,JPY,Jibun Bank PMI Mfg,med,,49.4
0,Aug,22,Thursday,02:15,EUR,French Composite PMI,low,51.8,51.9
1,Aug,22,Thursday,02:15,EUR,French Manufacturing PMI,low,49.5,49.7
2,Aug,22,Thursday,02:15,EUR,French Services PMI,low,52.5,52.6
3,Aug,22,Thursday,02:30,EUR,German Composite PMI,low,50.6,50.9
4,Aug,22,Thursday,02:30,EUR,German Manufacturing PMI,med,43.0,43.2
5,Aug,22,Thursday,02:30,EUR,German Services PMI,med,54.0,54.5
6,Aug,22,Thursday,03:00,EUR,Composite PMI,low,51.2,51.5
7,Aug,22,Thursday,03:00,EUR,Manufacturing PMI,med,46.2,46.5
8,Aug,22,Thursday,03:00,EUR,Services PMI,med,53.0,53.2
9,Aug,22,Thursday,06:30,EUR,ECB Publishes Account of Policy Meeting,med,,
10,Aug,22,Thursday,07:30,USD,Unemployment Claims,med,216.0k,221.0k*
11,Aug,22,Thursday,07:30,CAD,Wholesale Sales (m/m),low,-0.2%,-1.9%*
12,Aug,22,Thursday,09:00,EUR,Consumer Confidence,med,-7.0,-6.6
13,Aug,22,Thursday,09:00,USD,CB Leading Index (m/m),low,0.3%,-0.1%*
14,Aug,22,Thursday,18:30,JPY,Natl CPI (y/y),high,0.6%,0.7%
0,Aug,23,Friday,07:30,CAD,Retail Sales (m/m),high,-0.3%,-0.2%*
1,Aug,23,Friday,07:30,CAD,Core Retail Sales (m/m),high,0.0%,-0.4%*
2,Aug,23,Friday,09:00,USD,New Home Sales,med,649.0k,728.0k*
3,Aug,23,Friday,09:00,USD,Fed's Powell speaks on monetary policy challenges at Jackson Hole,med,,
0,Aug,24,Saturday,11:25,AUD,RBA's Lowe speaks in Jackson Hole,med,,
0,Aug,12,Monday,13:00,USD,Federal Budget Balance,low,-120.0B,-8.5B
1,Aug,12,Monday,17:00,AUD,RBA's Kent speaks in Sydney,med,,
2,Aug,12,Monday,18:50,JPY,PPI (m/m),med,0.1%,-0.5%
3,Aug,12,Monday,18:50,JPY,PPI (y/y),med,-0.5%,-0.1%
4,Aug,12,Monday,20:30,AUD,NAB Business Conditions,med,,4.0*
5,Aug,12,Monday,20:30,AUD,NAB Business Confidence,med,,2.0*
6,Aug,12,Monday,23:30,JPY,Tertiary Industry Activity Index (m/m),low,,-0.2%
0,Aug,13,Tuesday,01:00,EUR,German CPI (m/m),med,0.5%,0.5%
1,Aug,13,Tuesday,01:00,EUR,German CPI (y/y),med,1.7%,1.7%
2,Aug,13,Tuesday,01:00,EUR,German HICP (m/m),low,0.4%,0.4%
3,Aug,13,Tuesday,01:00,EUR,German HICP (y/y),low,1.1%,1.1%
4,Aug,13,Tuesday,01:00,EUR,German Wholesale Price Index (y/y),low,,0.3%
5,Aug,13,Tuesday,03:30,GBP,Average Earnings Index (3m y/y),med,3.7%,3.5%*
6,Aug,13,Tuesday,03:30,GBP,Unemployment Rate,med,3.8%,3.8%
7,Aug,13,Tuesday,04:00,EUR,German ZEW (Current Conditions),med,-6.3,-1.1
8,Aug,13,Tuesday,04:00,EUR,German ZEW (Economic Sentiment),med,-28.0,-24.5
9,Aug,13,Tuesday,05:00,USD,NFIB Small Business Optimism,med,104.0,103.3
10,Aug,13,Tuesday,07:30,USD,CPI (m/m),high,0.3%,0.1%
11,Aug,13,Tuesday,07:30,USD,Core CPI (m/m),high,0.2%,0.3%
12,Aug,13,Tuesday,18:50,JPY,Core Machine orders (y/y),high,-1.1%,-3.7%
13,Aug,13,Tuesday,20:30,AUD,Wage Price Index (q/q),high,0.5%,0.5%
14,Aug,13,Tuesday,21:00,CNY,Chinese Fixed Asset Investment YTD (y/y),med,5.8%,5.8%
15,Aug,13,Tuesday,21:00,CNY,Chinese Industrial Production (y/y),med,6.0%,6.3%*
16,Aug,13,Tuesday,21:00,CNY,Chinese Retail Sales (y/y),med,8.6%,9.8%*
0,Aug,14,Wednesday,01:00,EUR,German GDP (sa) (q/q),med,-0.1%,0.4%
1,Aug,14,Wednesday,01:00,EUR,German GDP w.d.a. (y/y),med,0.1%,0.9%*
2,Aug,14,Wednesday,01:45,EUR,French CPI (m/m),low,-0.2%,-0.2%
3,Aug,14,Wednesday,01:45,EUR,French CPI (y/y),low,1.1%,1.1%
4,Aug,14,Wednesday,01:45,EUR,French HICP (m/m),low,-0.2%,-0.2%
5,Aug,14,Wednesday,01:45,EUR,French HICP (y/y),low,1.3%,1.3%
6,Aug,14,Wednesday,03:30,GBP,CPI (m/m),high,-0.1%,0.0%
7,Aug,14,Wednesday,03:30,GBP,CPI (y/y),high,1.9%,2.0%
8,Aug,14,Wednesday,03:30,GBP,PPI Input MoM (m/m),med,0.5%,-0.8%*
9,Aug,14,Wednesday,03:30,GBP,PPI Input YoY (y/y),med,0.2%,0.3%*
10,Aug,14,Wednesday,03:30,GBP,PPI Output (m/m),low,0.1%,0.1%
11,Aug,14,Wednesday,03:30,GBP,PPI Output YoY (y/y),low,1.7%,1.6%
12,Aug,14,Wednesday,04:00,EUR,GDP (SA) (q/q),med,0.2%,0.2%
13,Aug,14,Wednesday,04:00,EUR,GDP (SA) (y/y),med,1.1%,1.1%
14,Aug,14,Wednesday,04:00,EUR,Industrial Production (y/y),med,-1.3%,-0.5%
15,Aug,14,Wednesday,07:30,USD,Import Price Index (m/m),low,-0.1%,-1.1%*
16,Aug,14,Wednesday,18:00,AUD,RBA's Debelle speaks in Sydney,med,,
17,Aug,14,Wednesday,20:30,AUD,Employment Change,high,14.0,-2.3*
18,Aug,14,Wednesday,20:30,AUD,Unemployment Rate,high,5.2%,5.2%
19,Aug,14,Wednesday,23:30,JPY,Capacity Utilization Rate (m/m),low,,1.7%
20,Aug,14,Wednesday,23:30,JPY,Industrial Production (m/m),med,,-3.6%
21,Aug,14,Wednesday,23:30,JPY,Industrial Production (y/y),med,,-4.1%
0,Aug,15,Thursday,03:30,GBP,Core Retail Sales (m/m),high,-0.2%,0.8%*
1,Aug,15,Thursday,03:30,GBP,Core Retail Sales (y/y),high,2.3%,3.6%
2,Aug,15,Thursday,03:30,GBP,Retail Sales (m/m),high,-0.2%,0.9%*
3,Aug,15,Thursday,03:30,GBP,Retail Sales (y/y),high,2.5%,3.8%
4,Aug,15,Thursday,07:30,USD,Unemployment Claims,med,212.0k,211.0k*
5,Aug,15,Thursday,07:30,USD,Non Farm Productivity (q/q ann),low,1.4%,3.5%*
6,Aug,15,Thursday,07:30,USD,Unit Labor Costs (q/q),med,1.9%,5.5%*
7,Aug,15,Thursday,07:30,USD,Philadelphia Fed Survey,med,9.5,21.8
8,Aug,15,Thursday,07:30,USD,Empire State Survey,med,2.0,4.3
9,Aug,15,Thursday,07:30,USD,Retail Sales (m/m),high,0.2%,0.0%*
10,Aug,15,Thursday,07:30,USD,Retail Sales (ex Autos) (m/m),high,0.4%,0.3%*
11,Aug,15,Thursday,07:30,CAD,ADP Canada Releases July Payroll Estimates,med,,
12,Aug,15,Thursday,08:00,CAD,Existing Home Sales (m/m),med,3.3%,-0.2%
13,Aug,15,Thursday,08:15,USD,Capacity Utilization Rate,med,77.8%,77.8%*
14,Aug,15,Thursday,08:15,USD,Industrial Production (m/m),med,0.1%,0.2%*
15,Aug,15,Thursday,09:00,USD,Business Inventories,med,0.1B,0.3B
16,Aug,15,Thursday,09:00,USD,NAHB Builders survey,low,66.0,65.0
17,Aug,15,Thursday,15:00,USD,TIC Net Long-Term Transactions,low,,4.6B*
0,Aug,16,Friday,04:00,EUR,Trade Balance,low,18.5B,19.6B*
1,Aug,16,Friday,07:30,USD,Building Permits,med,"1,270.0k","1,232.0k*"
2,Aug,16,Friday,07:30,USD,Housing Starts,med,"1,257.0k","1,241.0k*"
3,Aug,16,Friday,09:00,USD,UoM Consumer Sentiment Index,high,97.0,98.4
0,Aug,4,Sunday,17:30,AUD,AIG Services PMI,med,,52.2
1,Aug,4,Sunday,19:30,JPY,Composite PMI,med,,51.2*
2,Aug,4,Sunday,19:30,JPY,Services PMI,med,,52.3*
3,Aug,4,Sunday,20:00,NZD,ANZ Commodity Price,med,,-3.9%
4,Aug,4,Sunday,21:00,NZD,Treasury Publishes Monthly Economic Indicators,med,,
0,Aug,5,Monday,02:50,EUR,French Composite PMI,low,51.7,51.7
1,Aug,5,Monday,02:50,EUR,French Services PMI,low,52.2,52.2
2,Aug,5,Monday,02:55,EUR,German Composite PMI,low,51.4,51.4
3,Aug,5,Monday,02:55,EUR,German Services PMI,med,55.4,55.4
4,Aug,5,Monday,03:00,EUR,Composite PMI,low,51.5,51.5
5,Aug,5,Monday,03:00,EUR,Services PMI,med,53.3,53.3
6,Aug,5,Monday,03:30,EUR,Sentix Investor Confidence,med,,-5.8
7,Aug,5,Monday,03:30,GBP,Services PMI,med,50.5,50.2
8,Aug,5,Monday,09:00,USD,ISM Non-Manufacturing,high,55.5,55.1
9,Aug,5,Monday,17:45,NZD,Employment Change,high,0.3%,-0.1%*
10,Aug,5,Monday,17:45,NZD,Unemployment Rate,high,4.3%,4.2%
11,Aug,5,Monday,20:30,AUD,ANZ Job Ads (m/m),med,,4.9%*
12,Aug,5,Monday,20:30,AUD,Trade Balance,med,"6,000.0M","6,173.0M*"
13,Aug,5,Monday,23:30,AUD,RBA - Cash Rate Target,high,1.0%,1.0%
0,Aug,6,Tuesday,01:00,EUR,German Factory orders (sa) (m/m),med,0.5%,-2.2%
1,Aug,6,Tuesday,09:05,USD,Fed's Harker speaks in Philadelphia,med,,
2,Aug,6,Tuesday,11:00,USD,Fed's Bullard speaks on economy,med,,
3,Aug,6,Tuesday,18:50,JPY,BoJ's summary of opinions,med,,
4,Aug,6,Tuesday,21:00,NZD,RBNZ Cash Rate Target,high,1.25%,1.5%
5,Aug,6,Tuesday,21:00,NZD,RBNZ announces Official Cash Rate and Monetary Policy Statement,med,,
0,Aug,7,Wednesday,All Day,CNY,Chinese Foreign Reserves,low,"3,105.0B",3.0B*
1,Aug,7,Wednesday,01:00,EUR,German Industrial Production (m/m),med,-0.5%,0.1%*
2,Aug,7,Wednesday,01:00,EUR,German Industrial Production (y/y),med,-3.1%,-3.7%
3,Aug,7,Wednesday,01:45,EUR,French Trade Balance,low,"-4,118.0B","-3,278.0B"
4,Aug,7,Wednesday,02:00,CHF,Foreign Currency Reserves,med,,759.8B*
5,Aug,7,Wednesday,02:30,GBP,Halifax House Price Index (3m y/y),low,4.4%,5.7%
6,Aug,7,Wednesday,02:30,GBP,Halifax House Price Index (m/m),low,0.3%,-0.3%
7,Aug,7,Wednesday,08:30,USD,Fed's Evans speaks in Chicago,med,,
8,Aug,7,Wednesday,09:00,CAD,Ivey PMI,med,,52.4
9,Aug,7,Wednesday,14:00,USD,Consumer Credit,low,16.1B,17.09B*
10,Aug,7,Wednesday,16:30,AUD,RBA's Bullock speaks in Toowoomba,med,,
11,Aug,7,Wednesday,18:01,GBP,RICS Housing Survey,med,-1.0%,-1.0%
12,Aug,7,Wednesday,18:50,JPY,Bank Lending Data (Ex trusts) (y/y),low,,2.4%
0,Aug,8,Thursday,All Day,CNY,Chinese Exports (y/y),high,-1.0%,-1.3%*
1,Aug,8,Thursday,All Day,CNY,Chinese Imports (y/y),high,-9.0%,-7.3%*
2,Aug,8,Thursday,All Day,CNY,Chinese Trade Balance,med,42.65B,50.98B*
3,Aug,8,Thursday,00:00,JPY,Economy Watchers Survey,med,43.6,44.0
4,Aug,8,Thursday,01:30,EUR,French BoF Business Sentiment,low,96.0,95.0
5,Aug,8,Thursday,07:30,USD,Unemployment Claims,med,215.0k,217.0k*
6,Aug,8,Thursday,07:30,CAD,House Price Index,low,0.0%,-0.1%
7,Aug,8,Thursday,09:00,USD,Wholesale Inventories (m/m),low,0.2%,0.2%
8,Aug,8,Thursday,18:30,AUD,RBA's Lowe speaks in Canberra,med,,
9,Aug,8,Thursday,18:50,JPY,M2 Money Supply (y/y),med,2.3%,2.3%
10,Aug,8,Thursday,18:50,JPY,GDP (sa) (q/q),med,0.1%,0.6%
11,Aug,8,Thursday,20:30,CNY,Chinese CPI (y/y),med,2.7%,2.7%*
12,Aug,8,Thursday,20:30,CNY,Chinese PPI (y/y),med,-0.1%,0.0%*
0,Aug,9,Friday,All Day,CNY,Chinese Aggregate Financing,med,"1,625.0B",2.0B
1,Aug,9,Friday,All Day,CNY,Chinese M2 Money Supply (y/y),med,8.4%,8.5%
2,Aug,9,Friday,All Day,CNY,Chinese New Loans,med,"1,275.0B",1.0B
3,Aug,9,Friday,00:45,CHF,Unemployment (sa),low,2.3%,2.3%
4,Aug,9,Friday,01:00,EUR,German Current Account (nsa),low,21.7B,16.2B*
5,Aug,9,Friday,01:00,EUR,German Trade Balance,low,19.5B,20.6B
6,Aug,9,Friday,01:45,EUR,French Manufacturing Production (m/m),med,-1.3%,1.6%
7,Aug,9,Friday,01:45,EUR,French Manufacturing Production (y/y),med,0.7%,3.4%
8,Aug,9,Friday,03:30,GBP,Construction Output (m/m),med,-0.4%,0.6%
9,Aug,9,Friday,03:30,GBP,Construction Output (y/y),med,0.2%,1.3%*
10,Aug,9,Friday,03:30,GBP,GDP (m/m),high,0.1%,0.2%*
11,Aug,9,Friday,03:30,GBP,GDP (q/q),high,0.0%,0.5%
12,Aug,9,Friday,03:30,GBP,Index of Services (q/q),med,0.2%,0.3%
13,Aug,9,Friday,03:30,GBP,Index of Services (m/m),med,0.1%,0.0%
14,Aug,9,Friday,03:30,GBP,Industrial Production (m/m),med,-0.2%,1.4%
15,Aug,9,Friday,03:30,GBP,Industrial Production (y/y),med,-0.3%,0.5%*
16,Aug,9,Friday,03:30,GBP,Manufacturing Production (m/m),high,-0.3%,1.4%
17,Aug,9,Friday,03:30,GBP,Manufacturing Production (y/y),high,-1.1%,0.0%
18,Aug,9,Friday,03:30,GBP,Trade Balance (Non-EU),med,-4.8B,-4.07B*
19,Aug,9,Friday,03:30,GBP,Visible Trade Balance,med,-11.8B,-11.52B*
20,Aug,9,Friday,07:15,CAD,Housing Starts,low,202.0k,245.5k*
21,Aug,9,Friday,07:30,CAD,Building Permits (m/m),med,1.0%,-12.2%*
22,Aug,9,Friday,07:30,USD,PPI (m/m),high,0.2%,0.1%
23,Aug,9,Friday,07:30,USD,Core PPI (m/m),med,0.1%,0.3%
24,Aug,9,Friday,07:30,CAD,Employment,high,15.0,-2.2
25,Aug,9,Friday,07:30,CAD,Unemployment,high,5.5%,5.5%
0,Jul,28,Sunday,18:50,JPY,Retail Sales (m/m),med,0.4%,0.3%
1,Jul,28,Sunday,18:50,JPY,Retail Sales (y/y),med,1.3%,1.3%*
0,Jul,29,Monday,All Day,JPY,Bank of Japan holds Monetary Policy Meeting,med,,
1,Jul,29,Monday,03:30,GBP,M4 Money Supply (y/y),low,,2.1%*
2,Jul,29,Monday,17:45,NZD,Building Permits (m/m),med,,13.5%*
3,Jul,29,Monday,18:30,JPY,Job-to-Applicant Ratio,low,1.62,1.62
4,Jul,29,Monday,18:30,JPY,Unemployment Rate,med,2.4%,2.4%
5,Jul,29,Monday,18:50,JPY,Industrial Production (m/m),med,-1.8%,2.0%
6,Jul,29,Monday,18:50,JPY,Industrial Production (y/y),med,-2.5%,-2.1%
7,Jul,29,Monday,20:30,AUD,Building approvals (m/m),high,0.2%,0.3%*
8,Jul,29,Monday,21:30,JPY,BoJ's Kuroda speaks in Tokyo,med,,
0,Jul,30,Tuesday,All Day,JPY,BoJ Outlook Report,med,,
1,Jul,30,Tuesday,All Day,USD,FOMC starts two day meeting on interest rates,med,,
2,Jul,30,Tuesday,00:30,EUR,French GDP (y/y),low,1.4%,1.2%
3,Jul,30,Tuesday,00:30,EUR,French GDP (q/q),med,0.3%,0.3%
4,Jul,30,Tuesday,01:00,EUR,German GFK Consumer Sentiment,med,9.7,9.8
5,Jul,30,Tuesday,01:45,EUR,French Consumer Spending (m/m),med,0.2%,-0.3%*
6,Jul,30,Tuesday,02:00,CHF,KOF leading indicator,med,93.7,93.6
7,Jul,30,Tuesday,04:00,EUR,Consumer Confidence,med,-6.6,-6.6
8,Jul,30,Tuesday,04:00,EUR,Economic Confidence,med,102.6,103.3
9,Jul,30,Tuesday,07:00,EUR,German CPI (m/m),med,0.3%,0.3%
10,Jul,30,Tuesday,07:00,EUR,German CPI (y/y),med,1.5%,1.6%
11,Jul,30,Tuesday,07:00,EUR,German HICP (m/m),low,0.3%,0.3%
12,Jul,30,Tuesday,07:00,EUR,German HICP (y/y),low,1.2%,1.5%
13,Jul,30,Tuesday,07:30,USD,Personal Income (m/m),med,0.4%,0.4%*
14,Jul,30,Tuesday,07:30,USD,Personal Spending (m/m),med,0.3%,0.5%*
15,Jul,30,Tuesday,07:30,USD,Core PCE Price Index (m/m),med,0.2%,0.2%
16,Jul,30,Tuesday,08:00,USD,S&P Case-Shiller Home Price (y/y),med,2.4%,2.53%*
17,Jul,30,Tuesday,09:00,USD,Pending Home Sales (m/m),med,0.4%,1.1%
18,Jul,30,Tuesday,09:00,USD,Consumer Confidence,high,125.0,124.3*
19,Jul,30,Tuesday,18:01,GBP,GfK Consumer Confidence,low,-13.0,-13.0
20,Jul,30,Tuesday,20:00,CNY,Chinese Manufacturing PMI,high,49.6,49.4
21,Jul,30,Tuesday,20:00,CNY,Chinese Non-manufacturing PMI,low,54.0,54.2
22,Jul,30,Tuesday,20:30,AUD,CPI (y/y),high,1.5%,1.3%
23,Jul,30,Tuesday,20:30,AUD,Private Sector Credit (m/m),low,0.3%,0.1%*
0,Jul,31,Wednesday,00:00,JPY,Construction Orders YoY (y/y),low,,-16.9%
